"word1","word2","freq"
"whats","point",3
"wheel","drive",3
"whereâ","s",3
"whether","itâ",3
"whether","theyre",3
"whispers","â",3
"white","â",3
"white","castle",3
"white","males",3
"white","said",3
"whitney","houston",3
"whoâ","d",3
"whole","book",3
"whole","entire",3
"whole","lives",3
"whole","lot",3
"whole","new",3
"whole","world",3
"wide","receiver",3
"widely","known",3
"wife","son",3
"wifeâ","s",3
"will","achieve",3
"will","almost",3
"will","appreciate",3
"will","beginning",3
"will","benefit",3
"will","buy",3
"will","certainly",3
"will","chance",3
"will","complete",3
"will","count",3
"will","cover",3
"will","create",3
"will","cut",3
"will","definitely",3
"will","develop",3
"will","different",3
"will","discuss",3
"will","dream",3
"will","email",3
"will","emphasize",3
"will","enjoy",3
"will","entered",3
"will","exhibit",3
"will","far",3
"will","featured",3
"will","feel",3
"will","finish",3
"will","getting",3
"will","given",3
"will","greatly",3
"will","happy",3
"will","home",3
"will","interesting",3
"will","little",3
"will","missed",3
"will","much",3
"will","nothing",3
"will","offering",3
"will","opening",3
"will","paid",3
"will","part",3
"will","please",3
"will","pm",3
"will","posted",3
"will","protect",3
"will","prove",3
"will","re",3
"will","reach",3
"will","rely",3
"will","reopen",3
"will","rise",3
"will","set",3
"will","shell",3
"will","stand",3
"will","succeed",3
"will","surely",3
"will","surprising",3
"will","thank",3
"will","tolerate",3
"will","tomorrow",3
"will","truly",3
"will","visit",3
"will","vote",3
"will","voters",3
"will","watch",3
"will","year",3
"willing","give",3
"willing","help",3
"willing","put",3
"willing","take",3
"win","game",3
"win","new",3
"win","next",3
"windows","phone",3
"winds","mph",3
"wine","beer",3
"wine","list",3
"winner","take",3
"wins","metro",3
"winter","warmer",3
"winter","weather",3
"wish","best",3
"wish","didnt",3
"wish","happy",3
"wish","knew",3
"wish","list",3
"wish","say",3
"within","days",3
"within","week",3
"without","asking",3
"without","going",3
"without","help",3
"without","information",3
"without","knowing",3
"without","naming",3
"without","specific",3
"without","warning",3
"witnesses","even",3
"wives","children",3
"woman","can",3
"woman","fence",3
"woman","just",3
"woman","named",3
"woman","will",3
"women","feel",3
"women","one",3
"women","religious",3
"women","will",3
"womens","health",3
"womens","lives",3
"won","percent",3
"won","two",3
"wonder","will",3
"wonderful","ending",3
"wonderful","people",3
"wonderful","things",3
"wonderful","time",3
"wondering","will",3
"wont","change",3
"wont","feel",3
"wont","know",3
"wont","make",3
"wont","work",3
"wood","river",3
"wood","said",3
"woody","harrelson",3
"wool","can",3
"word","people",3
"word","word",3
"words","phrases",3
"words","really",3
"words","wisdom",3
"work","â",3
"work","car",3
"work","close",3
"work","dont",3
"work","entire",3
"work","every",3
"work","friend",3
"work","home",3
"work","instead",3
"work","last",3
"work","like",3
"work","long",3
"work","may",3
"work","now",3
"work","real",3
"work","really",3
"work","research",3
"work","rt",3
"work","rules",3
"work","said",3
"work","till",3
"work","toward",3
"work","week",3
"worked","closely",3
"worked","way",3
"worked","year",3
"workers","said",3
"workers","whose",3
"working","home",3
"working","make",3
"working","plan",3
"working","really",3
"working","well",3
"works","best",3
"works","hard",3
"works","just",3
"works","well",3
"world","business",3
"world","ever",3
"world","full",3
"world","got",3
"world","just",3
"world","like",3
"world","loved",3
"world","never",3
"world","peace",3
"worlds","largest",3
"worry","people",3
"worst","case",3
"worst","game",3
"worth","billion",3
"worth","construction",3
"worth","mentioning",3
"worth","noting",3
"wouldâ","ve",3
"wouldnt","even",3
"wouldnt","mind",3
"wouldnt","trade",3
"wound","west",3
"wow","im",3
"wow","thanks",3
"wow","thats",3
"write","blog",3
"write","book",3
"writing","â",3
"writing","book",3
"writing","experience",3
"writing","letters",3
"writing","songs",3
"writing","think",3
"wrong","love",3
"wrong","people",3
"wrong","recently",3
"wrong","way",3
"wrote","best",3
"wrote","book",3
"wrote","email",3
"x","mas",3
"ya","feel",3
"yakuza","souls",3
"yards","tds",3
"yeah","buddy",3
"yeah","guess",3
"yeah","really",3
"yeah","think",3
"year","although",3
"year","anniversary",3
"year","come",3
"year","earlier",3
"year","end",3
"year","even",3
"year","feel",3
"year","flown",3
"year","left",3
"year","let",3
"year","means",3
"year","meet",3
"year","one",3
"year","people",3
"year","pretty",3
"year","prison",3
"year","really",3
"year","started",3
"year","state",3
"year","students",3
"year","term",3
"year","think",3
"year","wanted",3
"year","well",3
"year","went",3
"year","yes",3
"years","also",3
"years","back",3
"years","cuyahoga",3
"years","federal",3
"years","future",3
"years","get",3
"years","getting",3
"years","hes",3
"years","hope",3
"years","im",3
"years","including",3
"years","left",3
"years","maybe",3
"years","new",3
"years","release",3
"years","sales",3
"years","spent",3
"years","talked",3
"years","think",3
"years","working",3
"years","worth",3
"years","yet",3
"years","younger",3
"yes","good",3
"yes","real",3
"yes","rt",3
"yes","think",3
"yesterday","called",3
"yesterdayâ","s",3
"yet","come",3
"yet","get",3
"yet","getting",3
"yet","go",3
"yet","keep",3
"yet","love",3
"yo","head",3
"york","better",3
"york","knicks",3
"youll","get",3
"youll","want",3
"young","age",3
"young","child",3
"young","girl",3
"young","readers",3
"youre","amazing",3
"youre","best",3
"youre","feeling",3
"youre","fired",3
"youre","getting",3
"youre","gonna",3
"youre","good",3
"youre","looking",3
"youre","pretty",3
"youre","thinking",3
"youth","groups",3
"youve","ever",3
"youve","told",3
"zachary","lewis",3
"zimmerman","said",3
"zoo","phonics",3
"â","aarhus",2
"â","abraham",2
"â","absolutely",2
"â","addition",2
"â","al",2
"â","almost",2
"â","apparently",2
"â","arrested",2
"â","artist",2
"â","asked",2
"â","associated",2
"â","attendance",2
"â","autobiographical",2
"â","avengers",2
"â","baby",2
"â","began",2
"â","begin",2
"â","billion",2
"â","block",2
"â","boo",2
"â","boogie",2
"â","books",2
"â","boomâ",2
"â","bought",2
"â","boys",2
"â","brand",2
"â","brightened",2
"â","bring",2
"â","brings",2
"ã","brown",2
"â","burlesque",2
"â","c",2
"â","cadillac",2
"â","cageâ",2
"â","call",2
"â","careful",2
"â","certainly",2
"â","change",2
"â","cheyenne",2
"â","chooseâ",2
"â","coming",2
"â","commit",2
"ã","communication",2
"â","complete",2
"â","completely",2
"â","complicity",2
"â","concerned",2
"â","consorzio",2
"â","control",2
"â","cook",2
"â","cosmic",2
"â","crowd",2
"â","cry",2
"â","darknessâ",2
"â","data",2
"â","david",2
"â","descendedâ",2
"â","deserve",2
"â","details",2
"â","didnt",2
"â","difference",2
"â","direct",2
"â","dis",2
"â","disability",2
"ã","dorie",2
"â","dot",2
"â","dream",2
"â","drink",2
"â","earning",2
"â","edi",2
"â","edward",2
"â","effective",2
"â","efficient",2
"â","eighth",2
"â","either",2
"â","elite",2
"â","elitesâ",2
"â","enable",2
"â","enemies",2
"â","essentially",2
"â","essex",2
"â","everyone",2
"â","excessive",2
"â","expected",2
"â","expertsâ",2
"â","extremely",2
"â","eyes",2
"â","famous",2
"â","fda",2
"â","feminist",2
"â","fifty",2
"â","film",2
"â","finally",2
"â","fine",2
"â","fiscal",2
"â","florida",2
"â","forâ",2
"â","fourth",2
"â","franklin",2
"â","freeâ",2
"â","freedom",2
"â","front",2
"ã","fun",2
"â","funâ",2
"ã","g",2
"â","game",2
"â","gives",2
"â","global",2
"â","gonzoâ",2
"â","goodâ",2
"â","group",2
"â","growth",2
"â","guy",2
"â","happened",2
"â","hard",2
"â","hello",2
"â","helping",2
"â","hi",2
"â","higherâ",2
"â","highly",2
"â","hit",2
"â","huge",2
"â","human",2
"â","ice",2
"â","id",2
"ã","id",2
"â","imagination",2
"â","inch",2
"â","information",2
"â","intercession",2
"â","interested",2
"â","interesting",2
"â","isnâ",2
"â","italian",2
"â","joe",2
"â","join",2
"â","jones",2
"â","kept",2
"â","key",2
"â","knew",2
"â","large",2
"â","latest",2
"â","law",2
"ã","laws",2
"â","letter",2
"â","likely",2
"â","likes",2
"â","listen",2
"â","lives",2
"â","looked",2
"â","looking",2
"â","lot",2
"â","lower",2
"â","magna",2
"â","maintain",2
"â","makes",2
"â","mandate",2
"â","mark",2
"â","marry",2
"ã","may",2
"â","mayfield",2
"â","mention",2
"â","met",2
"â","minutes",2
"â","mode",2
"â","money",2
"â","moral",2
"â","motherâ",2
"â","mountain",2
"â","mr",2
"â","negotiation",2
"â","neighbors",2
"â","next",2
"â","nobody",2
"â","number",2
"â","obviously",2
"â","offering",2
"â","okay",2
"â","onlyâ",2
"â","open",2
"â","overweightâ",2
"â","p",2
"â","patient",2
"â","peopleâ",2
"â","per",2
"â","perfect",2
"â","pikes",2
"â","play",2
"â","playing",2
"â","please",2
"â","plus",2
"â","poisons",2
"â","police",2
"â","political",2
"â","popularâ",2
"â","por",2
"â","port",2
"â","possible",2
"â","pray",2
"â","problem",2
"â","prof",2
"â","provided",2
"â","pull",2
"â","put",2
"â","question",2
"â","raise",2
"â","re",2
"â","read",2
"â","recently",2
"â","requires",2
"â","response",2
"â","restriction",2
"â","rode",2
"â","rrâ",2
"â","samoborâ",2
"â","san",2
"â","scene",2
"â","sconeâ",2
"â","secrets",2
"â","section",2
"â","security",2
"â","self",2
"â","sell",2
"â","sept",2
"â","serviceâ",2
"â","set",2
"â","settled",2
"â","shadow",2
"â","share",2
"â","sheâ",2
"â","shoddy",2
"â","since",2
"â","single",2
"â","sitting",2
"â","slanderously",2
"â","slow",2
"â","smell",2
"â","somehow",2
"â","son",2
"â","special",2
"â","spend",2
"â","spirit",2
"â","star",2
"â","starting",2
"â","starts",2
"â","state",2
"â","step",2
"â","stepping",2
"â","stop",2
"â","story",2
"â","strong",2
"â","suggest",2
"â","suitableâ",2
"â","sure",2
"â","survivabilityâ",2
"â","surviving",2
"â","take",2
"â","team",2
"â","teams",2
"â","terms",2
"â","test",2
"â","thats",2
"â","therefore",2
"â","thick",2
"â","things",2
"â","thomas",2
"â","thousands",2
"â","ticket",2
"â","til",2
"â","timing",2
"â","tom",2
"â","top",2
"â","total",2
"â","totally",2
"â","tragedy",2
"â","train",2
"â","transitionalâ",2
"â","treat",2
"â","triangleâ",2
"â","tried",2
"â","trying",2
"â","twas",2
"â","uh",2
"â","understand",2
"â","underweightâ",2
"â","unit",2
"â","unless",2
"â","unlike",2
"â","usually",2
"â","variety",2
"â","wants",2
"â","watch",2
"â","wayâ",2
"â","wedged",2
"â","weeks",2
"â","welcome",2
"â","wellâ",2
"â","whiteâ",2
"â","wide",2
"â","widely",2
"â","wish",2
"â","wit",2
"â","wonâ",2
"â","wonderful",2
"â","wont",2
"â","words",2
"â","workâ",2
"â","wtfâ",2
"â","young",2
"â","zoo",2
"á¹","ghrim",2
"aã","os",2
"aaa","wright",2
"aadvantage","rewards",2
"aaron","craft",2
"aaron","kampman",2
"aaron","rodgers",2
"abandoned","building",2
"abc","family",2
"abc","numbers",2
"abercrombie","fitch",2
"ability","deliver",2
"ability","get",2
"ability","learn",2
"ability","read",2
"ability","seventh",2
"ability","subcontractors",2
"able","accept",2
"able","accommodate",2
"able","achieve",2
"able","add",2
"able","break",2
"able","bring",2
"able","budget",2
"able","easily",2
"able","explain",2
"able","give",2
"able","handle",2
"able","pick",2
"able","post",2
"able","purchase",2
"able","reach",2
"able","read",2
"able","show",2
"able","sing",2
"able","take",2
"able","talk",2
"able","view",2
"able","win",2
"able","work",2
"aboard","charter",2
"aborted","fetus",2
"abramofs","sarava",2
"abroad","london",2
"abrupt","removal",2
"absence","blogosphere",2
"absentee","ballot",2
"absolute","monarchy",2
"abstract","losses",2
"abusing","chelsea",2
"abusive","husband",2
"academic","achievement",2
"academic","bio",2
"academic","rank",2
"academicâ","earned",2
"academy","careers",2
"academy","sports",2
"acamps","specialty",2
"accept","probably",2
"acceptable","competitive",2
"accepted","part",2
"access","resources",2
"accessibility","first",2
"accessories","like",2
"accident","university",2
"accidents","unproven",2
"accommodations","familyfriends",2
"accompanied","daughters",2
"accompanied","search",2
"accor","offered",2
"accord","signed",2
"according","affidavit",2
"according","census",2
"according","center",2
"according","choirmaster",2
"according","conference",2
"according","deltas",2
"according","documents",2
"according","environmental",2
"according","federal",2
"according","friends",2
"according","industry",2
"according","introductory",2
"according","legal",2
"according","local",2
"according","mom",2
"according","official",2
"according","officials",2
"according","ohio",2
"according","one",2
"according","pbs",2
"according","pennsylvania",2
"according","people",2
"according","reports",2
"according","sources",2
"according","study",2
"according","times",2
"according","witnesses",2
"account","followers",2
"account","least",2
"account","may",2
"account","possibility",2
"accountability","partner",2
"accounted","percent",2
"accounting","firm",2
"accounts","also",2
"accounts","jessica",2
"accuracy","course",2
"accused","brutality",2
"accused","kind",2
"accused","may",2
"accused","shoplifting",2
"accused","taking",2
"accusing","foot",2
"accusing","news",2
"acetohydroxy","acid",2
"acetolactate","dihydroxyisovalerate",2
"achieve","happiness",2
"achieved","s",2
"achieved","success",2
"achievement","disparate",2
"achievement","gap",2
"achilles","tendon",2
"acknowledged","county",2
"acquire","technology",2
"acquired","billion",2
"acquisitions","already",2
"acre","intertribal",2
"across","capitol",2
"across","city",2
"across","county",2
"across","eminently",2
"across","europe",2
"across","face",2
"across","field",2
"across","many",2
"across","parking",2
"across","real",2
"across","recipe",2
"across","seven",2
"across","stage",2
"across","valley",2
"across","vast",2
"across","white",2
"across","wrong",2
"act","â",2
"act","counter",2
"act","decisively",2
"act","dep",2
"act","now",2
"act","one",2
"act","proposals",2
"act","quickly",2
"act","worthy",2
"acting","defense",2
"action","â",2
"action","affiliated",2
"action","around",2
"action","item",2
"action","mays",2
"action","occupy",2
"action","sports",2
"action","stadiums",2
"action","taken",2
"action","taking",2
"actions","claim",2
"actions","encourage",2
"actions","worse",2
"active","hes",2
"active","lifestyle",2
"actively","working",2
"activists","said",2
"activities","funded",2
"activities","involving",2
"activities","keep",2
"activities","looks",2
"activities","preparing",2
"activity","programs",2
"actor","â",2
"actor","brought",2
"actors","lot",2
"actual","singing",2
"actually","able",2
"actually","baby",2
"actually","cause",2
"actually","climb",2
"actually","come",2
"actually","comes",2
"actually","didnâ",2
"actually","doesnt",2
"actually","enjoy",2
"actually","exists",2
"actually","getting",2
"actually","good",2
"actually","happen",2
"actually","happening",2
"actually","hit",2
"actually","im",2
"actually","itâ",2
"actually","know",2
"actually","make",2
"actually","meant",2
"actually","need",2
"actually","parents",2
"actually","practiced",2
"actually","read",2
"actually","reading",2
"actually","see",2
"actually","think",2
"actually","turn",2
"actually","use",2
"actually","watch",2
"actually","working",2
"acutely","aware",2
"ad","campaign",2
"ad","hoc",2
"ad","store",2
"adagio","faster",2
"adam","jones",2
"adam","mayes",2
"adam","top",2
"adamâ","s",2
"adams","issued",2
"adams","will",2
"adaptation","book",2
"adaptation","michael",2
"adapted","facebook",2
"adapted","screenplay",2
"add","borders",2
"add","cherry",2
"add","cup",2
"add","eggs",2
"add","extra",2
"add","ingredients",2
"add","new",2
"add","nice",2
"add","parsley",2
"add","pineapple",2
"add","sugar",2
"add","vanilla",2
"add","vegetables",2
"add","vinegar",2
"add","vintage",2
"add","yeast",2
"added","analysis",2
"added","beer",2
"added","didnt",2
"added","doubled",2
"added","extra",2
"added","hes",2
"added","holiday",2
"added","jobs",2
"added","mixa",2
"added","selection",2
"added","well",2
"added","wood",2
"addictive","cant",2
"adding","additional",2
"adding","real",2
"adding","smoking",2
"adding","waiver",2
"adding","way",2
"addition","cold",2
"addition","customers",2
"addition","picked",2
"addition","will",2
"additional","â",2
"additional","channels",2
"additional","data",2
"additional","depth",2
"additional","financial",2
"additional","salt",2
"additional","services",2
"additional","year",2
"additionally","paintball",2
"additionally","pay",2
"additionally","saving",2
"address","christies",2
"address","different",2
"address","example",2
"adds","lot",2
"adjust","new",2
"adjusted","earnings",2
"adjustments","plan",2
"administering","school",2
"administration","argued",2
"administration","director",2
"administration","including",2
"administration","wanted",2
"administrations","former",2
"administrations","successful",2
"administrative","leave",2
"admire","gulf",2
"admission","came",2
"admission","charge",2
"admits","making",2
"admitted","driver",2
"adobe","national",2
"adopt","legislation",2
"adopted","officials",2
"adopted","son",2
"adopting","daughter",2
"adopting","missionary",2
"adoption","enforcement",2
"adoption","process",2
"adreian","payne",2
"ads","future",2
"adulthood","see",2
"adults","may",2
"advanced","state",2
"advantage","discussing",2
"advantage","romney",2
"advent","calendar",2
"adventures","occurred",2
"advertising","illicit",2
"advertising","next",2
"advice","anyone",2
"advice","dont",2
"advice","give",2
"advice","image",2
"advice","readers",2
"advisers","party",2
"advisory","board",2
"advisory","group",2
"advocate","poor",2
"advocates","children",2
"affair","check",2
"affect","federal",2
"affect","life",2
"affected","patients",2
"affidavit","county",2
"affiliate","goes",2
"affiliations","yankees",2
"afford","go",2
"afford","lose",2
"afford","wait",2
"affordable","care",2
"affordable","soak",2
"afghan","government",2
"afghanistan","guantanamo",2
"afghanistan","iraq",2
"afghanistan","pakistan",2
"afraid","tell",2
"aftermath","disaster",2
"aftermath","thursdays",2
"afternoon","collinsville",2
"afternoon","dont",2
"afternoon","evening",2
"afternoon","helping",2
"afternoon","played",2
"afternoon","sun",2
"age","acceptable",2
"age","according",2
"age","bar",2
"age","considering",2
"age","covered",2
"age","exorbitant",2
"age","five",2
"age","know",2
"age","least",2
"age","netflicks",2
"age","record",2
"age","related",2
"age","relying",2
"age","time",2
"age","trying",2
"age","want",2
"age","will",2
"aged","sirloin",2
"aged","women",2
"agencies","arcane",2
"agencies","doesnt",2
"agency","although",2
"agency","another",2
"agency","began",2
"agency","conducted",2
"agency","shield",2
"agency","specializes",2
"agencys","use",2
"agenda","change",2
"agenda","throughout",2
"agenda","time",2
"agent","charge",2
"agent","going",2
"agent","rocky",2
"agent","sterling",2
"ages","free",2
"ages","gives",2
"ages","like",2
"aggravated","deadly",2
"aggressive","marketer",2
"agility","person",2
"aging","filtering",2
"ago","began",2
"ago","favorite",2
"ago","found",2
"ago","gave",2
"ago","get",2
"ago","got",2
"ago","home",2
"ago","iâ",2
"ago","reforms",2
"ago","saw",2
"ago","started",2
"ago","th",2
"ago","well",2
"agree","â",2
"agree","just",2
"agree","many",2
"agree","receive",2
"agree","republicans",2
"agree","rt",2
"agree","think",2
"agree","w",2
"agree","work",2
"agreed","last",2
"agreed","sell",2
"agreed","thursday",2
"agreed","words",2
"agreement","announced",2
"agreement","cant",2
"agreement","increase",2
"agreement","jersey",2
"agreement","property",2
"agreement","prosecutors",2
"agricultural","commodities",2
"agricultural","lands",2
"agriculture","committee",2
"aguilar","adobe",2
"ah","im",2
"ah","jung",2
"ah","well",2
"ahead","curve",2
"ahead","game",2
"ahead","may",2
"ahead","run",2
"ahead","term",2
"ahem","horns",2
"ahh","wish",2
"ahmad","jamal",2
"aid","catch",2
"aide","familiar",2
"ailments","passing",2
"aimed","romney",2
"aimesâ","little",2
"ain","sabaa",2
"aint","nobody",2
"aint","real",2
"air","bases",2
"air","bubbles",2
"air","compressors",2
"air","just",2
"air","lines",2
"air","mattress",2
"air","may",2
"air","pollution",2
"air","quality",2
"air","reaction",2
"air","service",2
"air","travel",2
"air","tube",2
"aired","last",2
"aired","sneak",2
"airfares","save",2
"airing","pm",2
"airline","connects",2
"airlineâ","s",2
"airlines","different",2
"airlines","eagle",2
"airport","according",2
"airport","bake",2
"airport","officials",2
"airport","records",2
"airport","security",2
"akatsuki","lair",2
"al","davis",2
"al","dente",2
"al","nour",2
"al","sharpton",2
"alabama","north",2
"alan","diane",2
"alan","presents",2
"alan","rickman",2
"albany","former",2
"albany","ny",2
"albeit","shorter",2
"albert","belle",2
"albert","pujols",2
"albondigas","pleasant",2
"albouyc","geneviã",2
"album","art",2
"album","call",2
"album","released",2
"album","time",2
"album","youâ",2
"alcohol","can",2
"alcohol","go",2
"alcohol","level",2
"alcohol","percent",2
"alcohol","related",2
"alcoholics","realizing",2
"alcoholism","depression",2
"alcove","wall",2
"aldo","moro",2
"ale","stars",2
"ale","yeast",2
"alecâ","s",2
"alert","bracelet",2
"alex","ovechkin",2
"alexander","one",2
"alexander","radulov",2
"alexandre","desplat",2
"alfonzo","dennard",2
"alhassan","expectations",2
"alhassans","lack",2
"ali","gumâ",2
"alienated","participation",2
"alive","can",2
"alive","runs",2
"alive","well",2
"allegation","federal",2
"allegations","said",2
"alleged","pay",2
"alleged","perpetrator",2
"alleged","police",2
"allegedly","shot",2
"alleging","city",2
"alleging","violation",2
"allen","conley",2
"allen","seems",2
"allergan","aggressive",2
"allotted","time",2
"allow","americans",2
"allow","anyone",2
"allow","cabin",2
"allow","children",2
"allow","insects",2
"allow","interaction",2
"allow","keep",2
"allow","students",2
"allow","us",2
"allowed","exercise",2
"allowed","finish",2
"allowed","leave",2
"allowed","police",2
"allowed","purchase",2
"allowed","three",2
"allowed","trayvon",2
"allowing","five",2
"allowing","just",2
"allowing","two",2
"allowing","us",2
"allows","customers",2
"allows","make",2
"allows","player",2
"ally","condie",2
"alma","mater",2
"almirola","one",2
"almost","completely",2
"almost","couldnt",2
"almost","decade",2
"almost","didnt",2
"almost","easy",2
"almost","empty",2
"almost","everywhere",2
"almost","exclusively",2
"almost","finished",2
"almost","full",2
"almost","gone",2
"almost","half",2
"almost","identical",2
"almost","immediately",2
"almost","matricide",2
"almost","miles",2
"almost","ready",2
"almost","shot",2
"almost","three",2
"almost","unique",2
"almost","whole",2
"almost","wild",2
"alone","computer",2
"alone","just",2
"alone","somehow",2
"alone","started",2
"alone","still",2
"alone","wife",2
"alone","world",2
"along","better",2
"along","crisp",2
"along","edge",2
"along","every",2
"along","fun",2
"along","hudson",2
"along","later",2
"along","long",2
"along","major",2
"along","many",2
"along","memories",2
"along","one",2
"along","pop",2
"along","road",2
"along","silver",2
"along","small",2
"along","smith",2
"along","south",2
"along","special",2
"along","streams",2
"along","things",2
"along","two",2
"along","walkway",2
"along","work",2
"along","year",2
"alphaketoisovalerate","isobutyraldehyde",2
"already","announced",2
"already","arrived",2
"already","bought",2
"already","cleared",2
"already","collected",2
"already","dont",2
"already","enrolled",2
"already","filled",2
"already","following",2
"already","go",2
"already","hopped",2
"already","identified",2
"already","jeopardy",2
"already","knew",2
"already","mind",2
"already","owns",2
"already","paid",2
"already","predicting",2
"already","provided",2
"already","released",2
"already","require",2
"already","said",2
"already","seems",2
"already","six",2
"already","something",2
"already","still",2
"already","struggling",2
"already","sued",2
"already","taken",2
"already","three",2
"already","want",2
"already","won",2
"already","working",2
"also","accused",2
"also","action",2
"also","actor",2
"also","allowed",2
"also","appears",2
"also","apply",2
"also","arenâ",2
"also","asked",2
"also","attempted",2
"also","beautiful",2
"also","become",2
"also","blame",2
"also","broke",2
"also","candidate",2
"also","come",2
"also","comes",2
"also","commented",2
"also","debut",2
"also","deep",2
"also","delivers",2
"also","denied",2
"also","discombobulated",2
"also","discovered",2
"also","discussed",2
"also","donâ",2
"also","dozens",2
"also","duty",2
"also","encourage",2
"also","enjoy",2
"also","expanded",2
"also","fact",2
"also","fan",2
"also","feeling",2
"also","find",2
"also","finished",2
"also","first",2
"also","follow",2
"also","follows",2
"also","free",2
"also","getting",2
"also","handed",2
"also","happen",2
"also","highlighted",2
"also","hosting",2
"also","houses",2
"also","idea",2
"also","im",2
"also","injured",2
"also","investigating",2
"also","item",2
"also","ive",2
"also","lamented",2
"also","learn",2
"also","less",2
"also","lets",2
"also","lot",2
"also","making",2
"also","means",2
"also","meant",2
"also","mother",2
"also","much",2
"also","native",2
"also","noted",2
"also","offered",2
"also","ordered",2
"also","part",2
"also","particularly",2
"also","peyton",2
"also","place",2
"also","played",2
"also","point",2
"also","pretty",2
"also","proposed",2
"also","proud",2
"also","provided",2
"also","question",2
"also","raised",2
"also","real",2
"also","really",2
"also","reason",2
"also","recalled",2
"also","received",2
"also","reduced",2
"also","reported",2
"also","represents",2
"also","require",2
"also","required",2
"also","running",2
"also","saw",2
"also","seemed",2
"also","seems",2
"also","self",2
"also","sell",2
"also","share",2
"also","show",2
"also","showed",2
"also","site",2
"also","slashes",2
"also","sometimes",2
"also","still",2
"also","stop",2
"also","suggest",2
"also","super",2
"also","support",2
"also","takes",2
"also","talk",2
"also","talking",2
"also","thinking",2
"also","thought",2
"also","title",2
"also","told",2
"also","tour",2
"also","understood",2
"also","update",2
"also","use",2
"also","want",2
"also","weighed",2
"also","won",2
"also","work",2
"alter","numbers",2
"alter","reality",2
"altered","bottles",2
"alternate","phone",2
"alternative","energy",2
"alternative","forms",2
"alternative","learned",2
"alternative","location",2
"alternative","minimum",2
"alternative","rock",2
"although","can",2
"although","cant",2
"although","crowd",2
"although","debra",2
"although","dont",2
"although","hinted",2
"although","never",2
"although","pippa",2
"although","probably",2
"although","sometimes",2
"although","took",2
"although","well",2
"alto","california",2
"alto","stanford",2
"alumni","aboard",2
"alumni","association",2
"always","â",2
"always","asked",2
"always","bad",2
"always","card",2
"always","case",2
"always","comes",2
"always","count",2
"always","day",2
"always","different",2
"always","done",2
"always","effective",2
"always","exciting",2
"always","felt",2
"always","finger",2
"always","followed",2
"always","guy",2
"always","happy",2
"always","hate",2
"always","itâ",2
"always","knew",2
"always","know",2
"always","learn",2
"always","liked",2
"always","look",2
"always","looking",2
"always","love",2
"always","make",2
"always","misuse",2
"always","moving",2
"always","park",2
"always","part",2
"always","people",2
"always","piece",2
"always","pleasure",2
"always","pretty",2
"always","research",2
"always","rt",2
"always","self",2
"always","sort",2
"always","standing",2
"always","support",2
"always","telling",2
"always","thank",2
"always","time",2
"always","torn",2
"always","turn",2
"always","way",2
"always","win",2
"always","winner",2
"always","work",2
"amalgamated","bank",2
"aman","ki",2
"amanda","live",2
"amanda","will",2
"amaretto","jam",2
"amaya","josephine",2
"amazed","much",2
"amazing","â",2
"amazing","can",2
"amazing","day",2
"amazing","different",2
"amazing","even",2
"amazing","fast",2
"amazing","friends",2
"amazing","job",2
"amazing","range",2
"amazing","right",2
"amazing","said",2
"amazing","see",2
"amazing","show",2
"amazing","splash",2
"amazing","stay",2
"amazing","thanks",2
"amazing","thing",2
"amazing","things",2
"amazon","something",2
"amend","state",2
"amended","said",2
"amendment","incorporating",2
"amendment","require",2
"america","answered",2
"america","can",2
"america","great",2
"america","italy",2
"america","lost",2
"america","loves",2
"america","proposes",2
"america","really",2
"america","said",2
"america","working",2
"americans","elect",2
"americans","get",2
"americans","getting",2
"americans","groups",2
"americans","like",2
"americans","looking",2
"americans","may",2
"americans","populist",2
"americans","usually",2
"americas","flying",2
"americas","popular",2
"amiable","cheney",2
"amid","fears",2
"amid","warm",2
"aminatta","forna",2
"amnesty","international",2
"amodei","slaps",2
"among","active",2
"among","activities",2
"among","big",2
"among","defensemen",2
"among","largest",2
"among","major",2
"among","others",2
"among","panelists",2
"among","peers",2
"among","players",2
"among","possibilities",2
"among","republicans",2
"among","throngs",2
"among","women",2
"amongst","us",2
"amount","daily",2
"amount","energy",2
"amount","make",2
"amount","put",2
"amount","traumas",2
"amukamara","says",2
"amusement","park",2
"amusements","still",2
"analysis","latinos",2
"analysis","think",2
"analyst","investment",2
"analysts","estimated",2
"analysts","forecast",2
"analysts","said",2
"analysts","surveyed",2
"ancestor","stones",2
"anchors","culinary",2
"ancient","cultures",2
"ancient","greek",2
"ancient","times",2
"anderson","said",2
"andre","dirrell",2
"andre","ethier",2
"andrei","kostitsyn",2
"andrew","bynum",2
"andrew","luck",2
"andrew","mccutchen",2
"andrew","smith",2
"andy","â",2
"andy","pettitte",2
"angela","fang",2
"angeles","california",2
"angeles","county",2
"angeles","demi",2
"angeles","featured",2
"angeles","galaxy",2
"angeles","pm",2
"angeles","private",2
"angeles","times",2
"angelina","jolie",2
"angelos","sued",2
"anger","underclass",2
"angle","like",2
"animal","â",2
"animal","farm",2
"animal","science",2
"animals","equal",2
"animals","like",2
"ann","wearing",2
"anna","kendrick",2
"annex","pavonia",2
"annie","ross",2
"annieâ","s",2
"anniversary","celebration",2
"announce","winner",2
"announced","board",2
"announced","feb",2
"announced","hiring",2
"announced","million",2
"announced","part",2
"announced","plans",2
